,subject_code,subject_name,text,answer1,answer2,answer3,answer4,correct_1_to_4
572,VOUD_ICT,VOUD ICT,Which of the device used to enter information:,printer,ROM,keyboard,processor,3
573,VOUD_ICT,VOUD ICT,Destination key INS?,"To switch between the two modes, of character input insertion and replacement",To move to a different drive,For cancellation of any action and exit,To end the input line,1
574,VOUD_ICT,VOUD ICT,What is the function performed  peripherals?,Processing the information,Input and output data,Management of computer for a given program,No right answer,2
575,VOUD_ICT,VOUD ICT,Purpose of Processor:,Processed one program at a given time,Connect peripheral devices to the system bus,Supervise the work of the computer with the help of electrical impulses,"Manage the progress of the computational process, and perform arithmetic and logical operations",4
576,VOUD_ICT,VOUD ICT,What is the BIOS?,Basic input-output system,Command language of the operating system,Interactive shell,Operating system,1
577,VOUD_ICT,VOUD ICT,What is the unit of the following is a basic element of a computer?,PC memory,HDD,Microprocessor,Printer,3
578,VOUD_ICT,VOUD ICT,"What kind of memory is stored information , when power is off?",ROM,RAM,HARDWARE,SOFTWARE,2
579,VOUD_ICT,VOUD ICT,"Streamer – is device, which",For the convenience of plotting,For convenience digitizer,To record information on the magnetic tape,A device for installation of sound,3
580,VOUD_ICT,VOUD ICT,What is a modem?,Device for the exchange of information between computers via the telephone line of connection,The device to replace the mouse,A device for printing the drawings on paper,Device for inputting graphic and text information in the computer,1
581,VOUD_ICT,VOUD ICT,Device for transmitting information over telephone lines:,Microphone,Scanner,NIC,Modem,4
582,VOUD_ICT,VOUD ICT,Define system software,"This is a piece of software, that serves for the operation of the PC hardware and the application program",This means the creation of applications,It is a set of operating system software,This is a piece of software that serves for solving problems User,1
583,VOUD_ICT,VOUD ICT,Define the application software,This piece of software needed to develop applications,This piece of software for applications,It is a set of operating system software,Among the responses presented no right,2
584,VOUD_ICT,VOUD ICT,What is the utility?,This application software,This set of tools,This system program service appointment,Among the responses presented no right,3
585,VOUD_ICT,VOUD ICT,Which of these programs is a utility?,Windows 2000,Scandisk,Word,Norton Commander,2
586,VOUD_ICT,VOUD ICT,Which of these programs is a systematic program?,Spreadsheet,Word Processor,Archive,Among the responses presented no right,3
587,VOUD_ICT,VOUD ICT,What is the file?,Disk space in which to store the file names,Micro,RAM,"A named area of memory for storing documents, spreadsheets, graphics, databases and so forth",4
588,VOUD_ICT,VOUD ICT,What type of file gets executed directly from the operating system?,"exe, com, doc","exe, dat, doc","com, exe, bat","com, exe, dat",3
589,VOUD_ICT,VOUD ICT,Which of the following operating systems is a single-tasking,Windows 2000,MS DOS,Windows March 11,UNIX,2
590,VOUD_ICT,VOUD ICT,Define the operating system,This is an application that provides user interaction with the PC,This system program controlling external devices,"This is a system program that controls the PC, provides an interface between the PC and the user",This means the development of user programs,3
591,VOUD_ICT,VOUD ICT,What is a directory?,"This is a special place on the disk, which stores the file name, information about their size, attributes, date changes, and so forth",This is a special place in the memory where the files are stored user,This system program to control external devices,This is a special place to store the operating system settings,1
592,VOUD_ICT,VOUD ICT,What is the symbol of united name and type?,An asterisk,Dot,Colon,Question mark,2
593,VOUD_ICT,VOUD ICT,"Is presented in the right part of the window ""Explorer""?",Tree root directory of drive C,The contents of the disk directory,The contents of the current folder (directory C),The structure of the current folder,3
594,VOUD_ICT,VOUD ICT,How can you create a shortcut using the right mouse button,File Create Shortcut,"Right-click on the desktop, create a shortcut",Left-click on the desktop Create a shortcut,File New Folder shortcut,2
595,VOUD_ICT,VOUD ICT,The context menu can be called up:,"In the ""Explorer"" Windows",Only on the Windows desktop,Only in the programs of Microsoft office,Anywhere in the Windows interface,4
596,VOUD_ICT,VOUD ICT,The maximum number of characters in the file name or folder:,125,eleven,255,8,3
597,VOUD_ICT,VOUD ICT,Multi-operating system - it's ...,Window,Windows,DOS operating system,Sub,2
598,VOUD_ICT,VOUD ICT,Video card - it is:,"program, the distribution of video resources","e-mail, volatile device to store information about the graphic image",display processor,The unit controls the operation of the graphic display,4
599,VOUD_ICT,VOUD ICT,"Information can be moved, copied, placing the selection",In Windows Explorer,The Clipboard,In a specially created for this list,Format - Select - Copy - Paste,2
600,VOUD_ICT,VOUD ICT,"Mode to work with files in a text editor, the user is:",appeal to the background information,up of fragments of the text file,"save files, download them from an external device",edit text files,3
601,VOUD_ICT,VOUD ICT,"When reading a text file from the disk, the user must specify:",file name,File Type,File size,file creation date,1
602,VOUD_ICT,VOUD ICT,Microsoft Excel - is,Graphics editor,Table Editor,Word processor,Mathematics Editor,2
603,VOUD_ICT,VOUD ICT,As indicated by the line on the working area of the program Excel?,Letters,Points,The numbers,Drawings,3
604,VOUD_ICT,VOUD ICT,How does the alignment of numeric data in a cell by default?,On the right edge of the cell,In the center,At both ends,On the left edge of the cell,1
605,VOUD_ICT,VOUD ICT,"In the calculation formula in the cell, an error message appears pound sign, this means:",Not identified name which is used in the formula,"Divisor in the formula adopted to ""zero""",Overflow cell,Invalid argument value in the formula,3
606,VOUD_ICT,VOUD ICT,Specify the address in which there is an absolute row reference and a relative column reference:,$ A1,$ A $ 1,A $ 1,A1,3
607,VOUD_ICT,VOUD ICT,Where is the token auto fill cells in Excel?,In the upper left corner of the cell,"On the toolbar,",The status bar,In the lower right corner of the cell,4
608,VOUD_ICT,VOUD ICT,How many sheets may be contained as much as possible in one book Excel?,255,5,34,666,1
609,VOUD_ICT,VOUD ICT,Which expression in Excel begins with the equal sign?,Repeat characters,Formula,Text,Among the responses presented no right,2
610,Cisco_1,Cisco_1,"Перечислите компоненты компьютерных сетей (выберите наиболее полный ответ)
List the components of computer networks (select the most complete answer)",Устройства / Devices,Проводники / Conductors,Сервисы / Services,"Устройства, Проводники, Сервисы / Devices, Conductors, Services",4
611,Cisco_1,Cisco_1,"Выберите пример конечных устройств (наиболее полный ответ)
Select an example of end devices (the most complete answer)",PC(Computer),VoIP Phone,"Security camera, PC(Computer), VoIP Phone, Network Printer",Network Printer,3
612,Cisco_1,Cisco_1,"Роутер относится к
The router refers to",Межсетевому оборудованию / Gateway equipment,Сетевому оборудованию / Network equipment,это аналог Хаба / this is an analog of the hub,это аналог Свича / it is an analogue of Switch,1
613,Cisco_1,Cisco_1,"Хаб относится к
Hub refers to",Межсетевому оборудованию / Gateway equipment,Сетевому оборудованию / Network equipment,Это тот же самое что и Маршрутизатор / This is the same as the router,Нет правильного ответа / No correct answer,2
614,Cisco_1,Cisco_1,"Выберите ответ наиболее полный, Перечислите типы компьютерных сетей
Choose the most comprehensive answer. List the types of computer networks.","PAN, LAN","WAN,","Internet, Intranet",Все ответы верны / All answers are correct.,4
615,Cisco_1,Cisco_1,"Сегментация это
Segmentation is",Синоним капсуляции / Synonym for capsulation,Синоним Инкапсуляции / Synonym for Encapsulation,Деление данных на маленькие кусочки / Dividing data into small pieces,Нет правильного ответа / No correct answer,3
616,Cisco_1,Cisco_1,"Мультиплексирование это

Multiplexing it","Процесс, в котором несколько потоков цифровых данных объединяются в один сигнал / A process in which multiple streams of digital data are combined into a single signal","Процесс, в котором все потоки цифровых данных объединяются в один сигнал / A process in which all digital data streams are combined into a single signal",Синоним сигментирования / Synonym for Signing,Нет правильного ответа / No correct answer,1
617,Cisco_1,Cisco_1,"Протокол это
Protocol is",Сегментирования / Segmentation,Мультиплексинг / Multiplexing,Разбиение информации на пакеты / Packing Information,набор правил / set of rules,4
618,Cisco_1,Cisco_1,"Какая модель сети состоит из семи уровней

Which network model consists of seven levels",OSI,TCP/IP,DOD,Нет правильного ответа / No correct answer,1
619,Cisco_1,Cisco_1,"Как называется уровень приложения в модели TCP/IP включающий прикладной уровень, представления, сеансовый (OSI модель)

What is the name of the application layer in the TCP / IP model including the application layer, views, session (OSI model)",Транспортный / Transport,Приложений / Applications,Уровень сети Интернет / Internet layer,Уровень доступа к сети / Network access level,2
